0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,57,56,53,54,56,59,58,-0.352796,-0.365437,-0.212228,-1.15214,-0.629167,
0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,58,56,52,52,57,59,60,-0.352796,-0.365437,-0.212228,-1.15214,-0.629167,
0.000000,1,0.424161,0.175839,0,0,0,0,0,0,0,0,0,0,0,0,0,56,57,57,52,52,56,59,59,-0.352796,-0.365437,-0.212228,-1.15214,-0.629167,
0.000000,2,0.276446,0.323554,0,0,0,0,0,0,0,0,0,0,0,0,0,56,57,56,52,52,57,59,59,-0.352796,-0.365437,-0.212228,-1.15214,-0.629167,
0.000000,3,0.335141,0.264859,5.15811e-05,0,0.000385741,0,0,0,0,0,0,0,0,0,0,55,57,56,53,53,54,58,59,-0.352796,-0.365437,-0.212228,-1.15214,-0.629167,
0.000000,4,0.312789,0.287211,0.000360743,1.19257e-07,0.00115965,0,0,0,0,0,0,0,0,0,0,56,54,56,53,52,56,60,60,-0.352796,-0.365437,-0.212228,-1.15214,-0.629167,
0.000000,5,0.402584,0.197416,0.000772744,5.97031e-07,0.00116449,0,0,0,0,0,0,0,0,0,0,57,55,57,49,51,57,61,59,-0.352796,-0.365437,-0.212228,-1.15214,-0.629167,
0.000000,6,0.29468,0.30532,0.00144233,1.37675e-06,0.0015575,0,0,0,0,0,0,0,0,0,0,56,55,56,51,52,56,61,60,-0.352796,-0.365437,-0.212228,-1.15214,-0.629167,
0.000000,7,0.379395,0.220605,0.00206016,2.33904e-06,0.000794499,0,0,0,0,0,0,0,0,0,0,56,57,56,48,50,56,60,60,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,8,0.297111,0.302889,0.00288433,2.99383e-06,0.00157446,0,0,0,0,0,0,0,0,0,0,55,57,55,50,51,54,55,60,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,9,0.281016,0.318984,0.00375974,4.37215e-06,0.00119962,0,0,0,0,0,0,0,0,0,0,55,55,53,54,53,55,59,61,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,10,0.444772,0.155228,0.00478958,5.60757e-06,0.000441467,0,0,0,0,0,0,0,0,0,0,54,54,53,55,55,55,57,56,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,11,0.256436,0.343564,0.00602575,6.15329e-06,0.00122627,0,0,0,0,0,0,0,0,0,0,55,56,57,48,51,57,58,60,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,12,0.357142,0.242858,0.00736442,7.79488e-06,-0.000298516,0,0,0,0,0,0,0,0,0,0,55,57,55,48,51,54,59,58,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,13,0.286787,0.313213,0.00890959,7.33362e-06,0.000489926,0,0,0,0,0,0,0,0,0,0,53,55,54,55,54,54,58,61,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,14,0.453744,0.146256,0.010506,8.11575e-06,0.000123568,0,0,0,0,0,0,0,0,0,0,54,54,55,53,52,57,54,55,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,15,0.180256,0.419744,0.0124113,8.35118e-06,-0.00100943,0,0,0,0,0,0,0,0,0,0,54,54,53,49,51,55,57,57,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,16,0.393559,0.206441,0.0143684,6.37557e-06,-0.000216138,0,0,0,0,0,0,0,0,0,0,54,55,54,47,50,54,56,55,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,17,0.262638,0.337362,0.0164283,5.93036e-06,-0.000962179,0,0,0,0,0,0,0,0,0,0,52,54,53,49,52,52,56,57,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,18,0.398382,0.201618,0.0186427,3.79969e-06,-0.00132127,0,0,0,0,0,0,0,0,0,0,52,50,50,52,52,51,55,57,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,19,0.374201,0.225799,0.0210629,6.01879e-07,-0.0024482,0,0,0,0,0,0,0,0,0,0,51,53,51,50,52,51,54,53,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,20,0.257016,0.342984,0.0235346,-5.44929e-06,-0.00395967,0,0,0,0,0,0,0,0,0,0,52,49,48,50,52,51,54,55,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,21,0.392117,0.207883,0.026109,-1.56429e-05,-0.00701046,0,0,0,0,0,0,0,0,0,0,51,50,50,49,50,50,52,53,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,22,0.281933,0.318067,0.0288897,-3.51377e-05,-0.00774802,0,0,0,0,0,0,0,0,0,0,51,50,50,49,50,51,50,51,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,23,0.286307,0.313693,0.0316703,-5.66822e-05,-0.00925585,0,0,0,0,0,0,0,0,0,0,50,49,49,49,50,50,52,52,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,24,0.373424,0.226576,0.0346051,-8.38472e-05,-0.0119173,0,0,0,0,0,0,0,0,0,0,49,52,53,48,51,51,48,51,-0.468771,-0.365437,-0.212228,7.92136,-1.58023,
0.000000,25,0.257396,0.342604,0.0375919,-0.000119443,-0.0118821,0,0,0,0,0,0,0,0,0,0,50,51,51,49,51,50,50,51,-1.36852,-0.365437,-0.212228,-0.925077,3.99706,
