connected to robot 
port 24920 host 127.0.0.1 
Not connected to cameraserver  0 
 camera server xml initialized 
port 24919 host 127.0.0.1 
Not connected to laserserver  0 
position: 0.000000, 0.000000
59,60,66,60,59,59,61,82,
59,61,66,60,59,60,61,82,
58,60,66,59,59,59,61,82,
58,61,66,60,58,59,61,82,
59,60,66,60,59,60,61,82,
59,61,66,59,58,60,60,82,
59,60,66,60,59,59,60,82,
59,60,66,59,58,59,60,81,
59,61,67,59,59,59,61,82,
59,60,66,59,58,59,60,82,
58,60,66,59,59,60,60,82,
59,61,66,59,58,59,61,82,
58,60,66,59,59,59,64,81,
59,60,67,59,59,59,60,82,
60,60,66,59,59,59,61,82,
59,60,66,59,59,59,60,81,
59,60,66,59,59,59,60,82,
59,61,67,59,58,59,60,82,
58,60,67,59,58,59,61,82,
59,60,66,59,58,59,60,82,
59,60,67,60,59,59,61,82,
59,61,67,59,59,59,60,82,
58,60,66,59,59,58,60,81,
60,61,66,61,59,59,60,82,
59,60,66,59,58,59,61,81,
59,60,66,59,59,59,60,81,
59,60,67,60,59,59,60,82,
58,61,63,59,59,59,61,82,
58,60,65,59,59,59,60,82,
60,60,66,59,58,59,60,82,
59,60,66,59,59,59,60,82,
59,61,66,59,58,59,60,81,
58,60,66,59,58,59,60,81,
59,60,67,59,59,59,60,82,
58,60,65,59,58,59,60,82,
59,61,67,59,58,59,60,82,
59,61,66,59,59,59,60,82,
59,60,67,59,58,59,60,82,
59,60,66,59,59,59,60,82,
59,60,66,59,58,59,60,82,
59,60,67,59,58,59,62,82,
59,60,66,59,59,59,62,82,
59,60,66,59,59,58,60,83,
57,60,67,60,59,59,60,82,
59,61,66,59,58,59,60,82,
58,60,66,59,59,59,60,81,
59,61,67,59,58,60,60,82,
59,61,66,60,59,59,60,82,
59,61,66,60,60,60,60,82,
59,61,66,59,59,59,60,82,
59,61,67,60,59,60,60,82,
58,61,66,59,59,59,60,82,
58,61,67,59,59,59,60,82,
58,60,67,60,59,59,60,82,
59,61,66,60,59,59,60,82,
58,60,67,60,59,59,60,82,
58,60,66,59,60,59,60,83,
58,60,66,59,59,59,60,81,
59,61,66,59,59,59,60,82,
58,61,66,60,59,59,60,82,
58,61,66,60,58,59,60,82,
59,60,66,59,59,59,60,82,
58,60,63,59,59,59,60,82,
58,60,66,60,59,59,61,82,
58,60,66,59,59,59,60,82,
58,60,66,60,58,59,61,82,
59,60,66,59,59,60,60,82,
58,61,66,59,59,59,60,82,
58,61,67,59,59,60,61,82,
59,60,66,59,59,59,59,82,
59,61,67,60,59,59,60,83,
59,60,66,59,59,60,60,82,
59,61,66,60,59,59,60,82,
58,60,66,59,58,59,61,82,
58,60,66,59,59,59,61,82,
59,60,66,60,59,59,62,82,
58,60,66,60,58,58,61,82,
58,61,66,59,58,60,60,82,
58,60,66,59,58,59,61,82,
59,61,66,59,59,59,60,82,
59,60,66,59,59,60,61,82,
58,60,66,59,59,59,60,82,
58,60,67,59,59,59,61,82,
59,60,66,60,58,59,60,81,
58,60,66,60,59,59,60,82,
58,60,66,60,59,59,60,82,
58,61,66,60,59,59,61,82,
58,60,66,60,59,59,60,81,
58,60,66,60,59,59,60,82,
59,61,66,59,59,60,60,82,
58,60,66,59,59,59,61,82,
58,61,66,60,59,59,61,82,
59,60,66,60,59,59,61,82,
59,61,66,59,58,59,61,82,
59,61,68,60,59,60,60,81,
59,61,66,60,59,59,61,82,
58,60,66,60,58,59,61,82,
58,61,66,59,59,59,60,82,
58,61,67,60,59,59,60,82,
59,61,66,59,58,59,59,82,
59,61,66,60,59,59,61,81,
59,63,67,59,59,59,60,82,
58,61,66,59,59,59,61,82,
58,61,66,60,58,59,61,81,
58,61,67,60,59,59,61,82,
58,60,67,60,59,59,61,82,
59,61,66,60,59,59,60,81,
58,61,66,59,58,58,60,82,
59,60,66,59,59,60,61,82,
58,60,66,60,58,59,61,82,
58,61,66,60,59,60,60,81,
59,61,66,60,59,58,60,82,
59,61,66,59,58,59,60,83,
58,60,66,60,59,59,61,82,
59,61,66,59,58,59,60,83,
59,60,67,60,59,59,60,82,
58,61,69,59,58,59,60,82,
58,61,66,60,59,59,60,82,
58,61,66,60,59,59,60,82,
58,60,66,59,59,58,60,81,
58,61,67,60,58,59,60,82,
58,61,67,60,60,62,61,81,
59,61,66,59,59,59,60,82,
58,60,67,60,59,59,61,82,
59,61,66,60,59,59,60,81,
59,60,66,59,62,59,60,81,
59,61,72,60,58,59,60,82,
59,60,66,59,59,59,60,82,
59,61,66,59,59,59,60,82,
59,60,66,59,58,59,60,82,
58,61,66,60,59,59,60,82,
59,61,66,59,59,59,60,82,
58,60,66,59,59,59,60,82,
58,60,66,60,59,59,61,82,
59,61,66,60,59,59,60,82,
58,61,66,59,59,59,60,82,
59,61,66,59,59,59,60,80,
59,61,66,60,59,59,60,81,
58,60,66,59,59,59,60,83,
59,61,66,59,59,59,61,82,
58,60,66,60,58,59,60,82,
58,60,66,59,59,59,60,81,
59,62,66,59,59,59,60,82,
58,61,66,59,59,59,60,82,
