0,0,0,
0,0,0,
0,0,0,
0,0,0,
0.0030735,0,-0.0528012,
0.00588695,-0.000148692,-0.0665925,
0.00885141,-0.000346395,-0.0799898,
0.0117108,-0.000575609,-0.0933871,
0.0145669,-0.00084311,-0.0870825,
0.0174247,-0.0010926,-0.0949633,
0.0203313,-0.00136946,-0.100086,
0.0232366,-0.0016612,-0.10442,
0.0260895,-0.0019602,-0.113877,
0.0289904,-0.00229198,-0.118212,
0.0318899,-0.00263634,-0.12491,
0.0347361,-0.00299372,-0.131215,
0.0376309,-0.00337575,-0.133973,
0.0405245,-0.00376576,-0.139884,
0.0433651,-0.00416572,-0.1454,
0.0462541,-0.00458877,-0.151311,
0.0491406,-0.00502889,-0.149341,
0.0519773,-0.00545569,-0.152493,
0.0548632,-0.00589922,-0.148947,
0.0577,-0.00632491,-0.151311,
0.0605865,-0.00676503,-0.153281,
0.0634721,-0.00721083,-0.155251,
0.0663062,-0.0076544,-0.156827,
0.0691902,-0.00811043,-0.158797,
0.0720733,-0.00857215,-0.160768,
0.0749554,-0.00903954,-0.162738,
0.0777356,-0.00949601,-0.15998,
0.0806181,-0.00996114,-0.160374,
0.0835005,-0.0104274,-0.160768,
0.0863827,-0.0108948,-0.161162,
0.0892647,-0.0113633,-0.161556,
0.0920453,-0.0118165,-0.16195,
0.094927,-0.0122873,-0.162344,
0.0978084,-0.0127592,-0.162738,
0.10069,-0.0132323,-0.163132,
0.103571,-0.0137065,-0.160374,
0.106352,-0.0141564,-0.15998,
0.109234,-0.0146215,-0.159586,
0.112117,-0.0150855,-0.159192,
0.115,-0.0155484,-0.158797,
0.117883,-0.0160101,-0.158403,
0.120716,-0.0164626,-0.158403,
0.123549,-0.0169151,-0.157615,
0.126432,-0.0173734,-0.154069,
0.129317,-0.0178215,-0.152887,
0.132153,-0.0182583,-0.152099,
0.135039,-0.0187007,-0.150917,
0.137925,-0.0191397,-0.149735,
0.140812,-0.0195753,-0.148552,
0.143649,-0.0199998,-0.146976,
0.146487,-0.0204199,-0.146188,
0.149376,-0.0208453,-0.145006,
0.152265,-0.0212672,-0.143824,
0.155155,-0.0216857,-0.142642,
0.157994,-0.0220935,-0.141854,
