0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0.00010245,0,0,
0.00030735,0,0,
0.00051225,0,0,
0.0008196,0,0,
0.00112695,0,0,
0.00153675,0,0,
0.00194655,0,0,
0.00235635,0,0,
0.0028686,0,0,
0.00338085,0,0,
0.00399555,0,0,
0.0045078,0,0,
0.00522495,0,0,
0.00604455,0,0,
0.00686415,0,0,
0.0077862,0,0,
0.0086058,0,0,
0.0096303,0,0,
0.0106548,0,0,
0.0117817,0,0,
0.0128062,0,0,
0.0140356,0,0,
0.015265,0,0,
0.0165969,0,0,
0.0178263,0,0,
0.0192606,0,0,
0.0206949,0,0,
0.0221292,0,0,
0.0236659,0,0,
0.0252027,0,0,
0.0268419,0,0,
0.0285835,0,0,
0.0302227,0,0,
0.0320668,0,0,
0.0338085,0,0,
0.035755,0,0,
0.0375991,0,0,
0.0396481,0,0,
0.0416971,0,0,
0.0437461,0,0,
0.0458976,0,0,
0.048049,0,0,
0.0502005,0,0,
0.0525568,0,0,
0.0548107,0,0,
0.0572695,0,0,
0.0596259,0,0,
0.0621871,0,0,
0.0646459,0,0,
0.0672072,0,0,
0.0698709,0,0,
0.0725346,0,0,
0.0751983,0,0,
0.0780669,0,0,
0.0808331,0,0,
0.0837017,0,0,
0.0866727,0,0,
0.0895413,0,0,
0.0924099,0,0,
0.095381,0,0,
0.0982496,0,0,
0.101118,0,0,
0.104089,0,0,
0.106958,0,0,
0.109826,0,0,
0.112797,0,0,
0.115666,0,0,
0.118535,0,0,
0.121403,0,0,
0.124374,0,0,
0.127243,0,0,
0.130112,0,0,
0.133083,0,0,
0.135951,0,0,
0.13882,0,0,
0.141791,0,0,
0.144659,0,0,
0.147528,0,0,
0.150499,0,0,
0.153368,0,0,
0.156236,0,0,
0.159105,0,0,
0.162076,0,0,
0.164945,0,0,
0.167813,0,0,
0.170784,0,0,
0.173653,0,0,
0.176521,0,0,
0.179492,0,0,
0.182361,0,0,
0.18523,0,0,
0.188098,0,0,
0.191069,0,0,
0.193938,0,0,
0.196806,0,0,
0.199778,0,0,
0.202646,0,0,
0.205515,0,0,
0.208486,0,0,
0.211354,0,0,
0.214223,0,0,
