0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0.000103,0,1.21145e-06,
0.000463582,4.36827e-10,0.000390587,
0.00103016,2.21736e-07,0.000782385,
0.00159691,6.65147e-07,0.00194445,
0.00236949,2.1674e-06,0.00233867,
0.00303923,3.73371e-06,0.00350195,
0.00396622,6.98001e-06,0.00351286,
0.00509938,1.09606e-05,0.00429645,
0.00607828,1.51665e-05,0.00623364,
0.00741709,2.35122e-05,0.00547911,
0.00901381,3.22609e-05,0.0066533,
0.0106104,4.28834e-05,0.00705721,
0.0126189,5.70583e-05,0.00746597,
0.0145763,7.16727e-05,0.0097998,
0.0164306,8.98444e-05,0.0113621,
0.0185934,0.00011442,0.0113876,
0.0209624,0.000141399,0.0121857,
0.0232805,0.000169647,0.0156792,
0.0258549,0.000210015,0.0141689,
0.0285328,0.00024796,0.0149707,
0.0312109,0.000288057,0.017313,
0.0339914,0.0003362,0.0165755,
0.0370292,0.000386558,0.0154558,
0.0400163,0.00043273,0.0178017,
0.0430541,0.000486814,0.0166821,
0.0461951,0.000539217,0.0163339,
0.0493366,0.000590534,0.0182965,
0.0525802,0.000649886,0.016409,
0.0558756,0.000703965,0.0156775,
0.0591715,0.000755641,0.0172568,
0.0626219,0.00081519,0.019223,
0.0661231,0.000882502,0.018494,
0.069419,0.000943463,0.0208435,
0.0727659,0.00101323,0.021268,
0.0762157,0.00108662,0.0216938,
0.0797165,0.00116257,0.0201944,
0.0831148,0.00123121,0.0202344,
0.0864619,0.00129895,0.0214292,
0.0899115,0.00137288,0.0210846,
0.0934124,0.00144671,0.0195853,
0.096862,0.00151428,0.0184704,
0.100158,0.00157515,0.0192795,
0.103659,0.00164266,0.0185504,
0.107211,0.00170857,0.0166665,
0.110507,0.0017635,0.0174756,
0.113854,0.001822,0.0171298,
0.117304,0.0018811,0.016015,
0.120599,0.00193388,0.0160537,
0.123894,0.00198678,0.0137817,
0.127292,0.00203362,0.0107406,
0.13064,0.00206957,0.0103948,
0.133987,0.00210436,0.0092788,
0.137385,0.0021359,0.00700797,
0.140681,0.002159,0.00627646,
0.143925,0.00217936,0.00592949,
0.147221,0.0021989,0.00442771,
