0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,56,59,56,56,57,56,70,0,0.649103,0.721114,-3.3351,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56,60,57,56,56,56,71,0,0.649103,0.721114,-3.3351,0,
1,0.366218,0.233782,0,0,0,0,0,0,0,0,0,0,0,0,0,54,57,60,56,56,56,57,70,0,0.649103,0.721114,-3.3351,0,
2,0.337755,0.262245,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56,60,56,57,56,57,70,0,0.649103,0.721114,-3.3351,0,
3,0.382123,0.217877,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56,59,57,56,56,56,69,0,0.649103,0.721114,-3.3351,0,
4,0.3541,0.2459,0.000257431,0,-0.00117882,0,0,0,0,0,0,0,0,0,0,54,56,59,57,56,57,56,69,0,0.649103,0.721114,-3.3351,0,
5,0.342791,0.257209,0.000824,-6.67884e-07,2.82437e-06,0,0,0,0,0,0,0,0,0,0,53,56,59,55,56,56,56,69,0,0.649103,0.721114,-3.3351,0,
6,0.357037,0.242963,0.00139048,-6.66284e-07,-0.000388469,0,0,0,0,0,0,0,0,0,0,54,55,59,56,55,55,56,68,0,0.649103,0.721114,-3.3351,0,
7,0.324827,0.275173,0.00211138,-9.46334e-07,-0.00195894,0,0,0,0,0,0,0,0,0,0,54,55,60,55,56,56,57,69,0,0.649103,0.721114,-3.3351,0,
8,0.359761,0.240239,0.00278086,-2.2578e-06,-0.00234988,0,0,0,0,0,0,0,0,0,0,53,55,59,56,55,56,57,68,0,0.649103,0.721114,-3.3351,0,
9,0.370993,0.229007,0.00365629,-4.31495e-06,-0.00352658,0,0,0,0,0,0,0,0,0,0,53,57,59,55,57,56,56,70,0,0.649103,0.721114,-3.3351,0,
10,0.356799,0.243201,0.0047378,-8.12902e-06,-0.00312964,0,0,0,0,0,0,0,0,0,0,52,55,61,56,57,55,57,69,0,0.649103,0.721114,-3.3351,0,
11,0.390629,0.209371,0.00581923,-1.15135e-05,-0.00430564,0,0,0,0,0,0,0,0,0,0,52,57,59,56,55,56,56,69,0,0.649103,0.721114,-3.3351,0,
12,0.359026,0.240974,0.00710665,-1.70567e-05,-0.00548093,0,0,0,0,0,0,0,0,0,0,53,56,60,57,57,55,56,69,0,0.649103,0.721114,-3.3351,0,
13,0.342558,0.257442,0.00854858,-2.49599e-05,-0.00626246,0,0,0,0,0,0,0,0,0,0,52,56,59,56,55,57,55,69,0,0.649103,0.721114,-3.3351,0,
14,0.367283,0.232717,0.0101449,-3.49571e-05,-0.00822316,0,0,0,0,0,0,0,0,0,0,53,56,59,55,56,56,56,69,0,0.649103,0.721114,-3.3351,0,
15,0.356916,0.243084,0.0119473,-4.97786e-05,-0.00939668,0,0,0,0,0,0,0,0,0,0,56,55,58,56,56,57,57,69,0,0.649103,0.721114,-3.3351,0,
16,0.332861,0.267139,0.0139556,-6.86505e-05,-0.011356,0,0,0,0,0,0,0,0,0,0,53,55,59,56,55,56,55,69,0,0.43898,0.721114,1.19563,0,
