0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
5.15811e-05,0,0.000385741,
5.15811e-05,0,0.000385741,
5.15811e-05,0,0.000385741,
5.15811e-05,0,0.000385741,
5.15811e-05,0,0.000385741,
5.15811e-05,0,0.000385741,
0.000154581,3.97313e-08,0.000386952,
0.000154581,3.97313e-08,0.000386952,
0.000257581,7.95875e-08,0.000388164,
0.000309162,9.96094e-08,0.000773904,
0.000360581,1.39403e-07,0.000389375,
0.000515001,1.9953e-07,6.05725e-06,
0.000669582,2.00466e-07,0.000393009,
0.000875582,2.81426e-07,0.000395432,
0.00113316,3.83282e-07,0.000783596,
0.00144216,6.25414e-07,0.00078723,
0.00180258,9.09147e-07,0.000406335,
0.00221458,1.07656e-06,0.000411181,
0.002575,1.22475e-06,3.02863e-05,
0.00303858,1.23879e-06,0.000420873,
0.00365659,1.49889e-06,0.000428142,
0.00427459,1.76349e-06,0.00043541,
0.00489259,2.03257e-06,0.000442679,
0.00571659,2.39734e-06,0.000452371,
0.00654059,2.77009e-06,0.000462062,
0.00726159,3.10324e-06,0.000470542,
0.00834317,3.61217e-06,0.000868398,
0.00927017,4.41717e-06,0.000879301,
0.0103518,5.36821e-06,0.00127716,
0.0114848,6.81523e-06,0.00129048,
0.0127723,8.47683e-06,0.00169076,
0.0141628,1.08277e-05,0.00132198,
0.0156048,1.2734e-05,0.00133894,
0.0172013,1.48717e-05,0.00174285,
0.0188493,1.77439e-05,0.00176224,
0.0205489,2.0739e-05,0.00216736,
0.0224029,2.47573e-05,0.00218917,
0.0243601,2.90419e-05,0.00298245,
0.0263685,3.50319e-05,0.00262094,
0.0286345,4.09709e-05,0.00264759,
0.0309006,4.69708e-05,0.00344452,
0.033218,5.49532e-05,0.00308664,
0.0356902,6.25838e-05,0.00388598,
0.0381623,7.21906e-05,0.00468533,
0.0408402,8.47371e-05,0.00394656,
0.0436211,9.57125e-05,0.00397926,
0.0464023,0.000106779,0.00478224,
0.0492863,0.000120571,0.00481616,
0.0521702,0.000134461,0.00485009,
