 58.49 ;max_white(1) 
 60.62 ;max_white(2) 
 66.07 ;max_white(3) 
 59.66 ;max_white(4) 
 58.87 ;max_white(5) 
 59.21 ;max_white(6) 
 60.01 ;max_white(7) 
 82.45 ;max_white(8) 
 49.69 ;max_black(1) 
 50.25 ;max_black(2) 
 50.35 ;max_black(3) 
 49.96 ;max_black(4) 
 49.86 ;max_black(5) 
 50.00 ;max_black(6) 
 49.54 ;max_black(7) 
 53.17 ;max_black(8) 
