connected to robot 
port 24920 host 127.0.0.1 
Not connected to cameraserver  0 
 camera server xml initialized 
port 24919 host 127.0.0.1 
Not connected to laserserver  0 
position: 0.000000, 0.000000
50,50,50,50,50,51,50,52,
50,50,51,49,49,50,50,52,
50,50,50,50,49,54,50,52,
49,50,50,49,50,50,49,52,
49,50,50,50,49,51,50,53,
50,50,50,49,51,50,50,53,
50,50,50,49,50,49,50,52,
49,50,50,50,49,50,49,54,
50,50,50,50,49,50,50,52,
50,50,51,49,49,50,50,52,
50,50,50,49,49,50,49,53,
50,50,50,50,50,50,49,52,
49,50,50,49,49,49,50,52,
49,50,50,51,50,50,50,53,
50,50,50,50,50,49,49,52,
49,50,51,50,52,50,49,53,
49,50,50,50,50,50,49,52,
50,50,50,50,50,50,49,52,
50,50,50,51,51,50,50,52,
50,50,50,50,50,49,50,52,
50,50,50,51,50,50,49,52,
50,50,50,50,50,49,50,53,
50,50,50,50,49,50,50,52,
50,50,50,50,50,49,50,52,
50,50,50,50,50,50,50,52,
50,50,50,50,50,49,49,52,
50,49,50,50,49,50,49,52,
50,50,50,50,50,50,49,53,
49,50,50,50,51,50,50,52,
51,50,50,50,50,52,49,53,
50,50,50,50,50,50,50,53,
49,50,50,50,50,50,49,52,
50,49,50,50,49,50,49,52,
50,51,51,49,50,50,49,52,
50,50,51,50,50,49,50,52,
50,50,50,49,50,50,50,52,
50,50,50,50,50,50,49,52,
50,50,51,50,50,50,49,52,
49,50,50,50,50,50,49,52,
50,50,50,49,50,50,50,53,
50,50,50,49,50,50,50,52,
49,49,50,50,50,50,53,52,
51,50,50,50,50,50,49,52,
50,50,50,51,50,50,50,52,
50,50,50,50,49,49,49,53,
50,49,50,50,50,50,50,53,
49,50,50,50,50,50,50,53,
50,49,50,49,49,50,49,52,
49,49,50,50,50,50,49,52,
50,50,50,50,50,52,50,52,
50,50,50,50,50,50,50,53,
50,50,50,51,49,50,50,52,
50,50,50,50,49,50,52,53,
50,50,50,49,50,50,50,52,
50,50,50,49,49,50,50,52,
50,49,50,49,51,50,49,53,
