48.000000 49.000000 50.000000 48.000000 49.000000 49.000000 48.000000 49.000000 
48.000000 47.000000 50.000000 49.000000 49.000000 48.000000 48.000000 50.000000 
48.000000 49.000000 49.000000 50.000000 49.000000 48.000000 49.000000 50.000000 
48.000000 47.000000 50.000000 49.000000 48.000000 48.000000 49.000000 49.000000 
48.000000 48.000000 50.000000 49.000000 50.000000 49.000000 49.000000 48.000000 
48.000000 48.000000 50.000000 49.000000 49.000000 49.000000 49.000000 49.000000 
48.000000 48.000000 49.000000 48.000000 49.000000 49.000000 49.000000 49.000000 
48.000000 48.000000 50.000000 48.000000 49.000000 49.000000 49.000000 50.000000 
48.000000 47.000000 49.000000 50.000000 49.000000 48.000000 49.000000 49.000000 
47.000000 48.000000 50.000000 49.000000 49.000000 48.000000 49.000000 49.000000 
47.000000 48.000000 50.000000 49.000000 49.000000 48.000000 49.000000 50.000000 
48.000000 48.000000 49.000000 49.000000 49.000000 49.000000 49.000000 50.000000 
49.000000 48.000000 50.000000 48.000000 49.000000 48.000000 48.000000 49.000000 
47.000000 48.000000 49.000000 49.000000 49.000000 48.000000 49.000000 50.000000 
48.000000 48.000000 49.000000 49.000000 48.000000 49.000000 49.000000 50.000000 
48.000000 49.000000 50.000000 49.000000 48.000000 48.000000 49.000000 50.000000 
47.000000 48.000000 49.000000 47.000000 48.000000 49.000000 50.000000 50.000000 
48.000000 48.000000 49.000000 48.000000 48.000000 49.000000 49.000000 50.000000 
48.000000 47.000000 50.000000 49.000000 49.000000 48.000000 48.000000 50.000000 
48.000000 48.000000 49.000000 48.000000 49.000000 49.000000 49.000000 50.000000 
48.000000 47.000000 49.000000 49.000000 49.000000 48.000000 48.000000 49.000000 
48.000000 47.000000 49.000000 48.000000 48.000000 49.000000 49.000000 50.000000 
48.000000 47.000000 50.000000 49.000000 49.000000 48.000000 49.000000 49.000000 
48.000000 47.000000 50.000000 48.000000 49.000000 48.000000 49.000000 49.000000 
48.000000 47.000000 49.000000 49.000000 49.000000 49.000000 49.000000 49.000000 
47.000000 48.000000 50.000000 48.000000 48.000000 48.000000 49.000000 50.000000 
