56,57,60,53,51,53,55,67,
55,56,60,53,51,54,55,69,
55,57,60,53,52,54,55,67,
55,56,59,53,51,54,55,67,
55,56,57,54,51,54,56,67,
55,56,60,53,50,53,56,68,
55,56,59,53,51,54,56,68,
55,56,59,53,51,53,56,66,
56,56,59,53,51,52,55,67,
55,57,60,53,51,54,55,67,
55,57,60,53,51,55,56,67,
55,57,59,53,51,53,56,68,
56,56,60,53,51,54,56,68,
56,57,60,53,51,53,56,68,
56,57,60,52,52,55,55,68,
55,56,60,53,51,54,56,67,
55,57,59,54,51,54,56,67,
56,57,59,53,52,53,57,68,
56,56,59,53,51,54,56,69,
55,57,58,54,51,54,56,68,
56,56,60,53,51,54,55,68,
55,57,60,53,50,54,56,68,
56,57,60,54,51,53,55,67,
55,57,59,53,51,53,55,67,
56,57,59,53,50,54,56,67,
55,56,59,53,52,54,55,67,
55,56,59,53,51,53,55,67,
55,56,60,54,52,54,57,67,
55,56,59,53,51,54,61,67,
55,56,58,53,51,55,55,67,
54,56,59,53,52,53,55,67,
56,56,59,52,50,54,56,67,
56,56,60,53,51,54,55,68,
54,56,59,53,51,53,56,65,
55,57,60,53,52,54,56,66,
55,56,60,53,52,53,56,66,
57,57,59,53,51,53,56,68,
55,56,59,54,51,53,55,67,
55,55,59,53,51,55,56,67,
55,56,59,53,51,55,56,67,
54,56,59,52,51,54,56,67,
55,56,59,52,51,54,56,67,
55,55,59,52,51,54,56,67,
54,55,60,53,51,54,56,66,
56,56,58,51,51,54,55,68,
54,56,59,53,52,54,56,67,
55,56,59,53,50,53,56,69,
55,56,59,52,51,54,56,67,
54,55,60,52,51,54,57,67,
54,56,59,52,51,54,55,68,
55,55,59,52,51,54,55,67,
55,56,60,52,51,55,56,68,
55,56,57,52,51,54,56,68,
54,57,60,52,52,55,55,66,
57,56,59,51,51,56,55,68,
54,56,59,52,51,55,56,68,
55,55,59,52,50,55,56,69,
55,57,58,51,51,55,55,68,
55,56,59,52,51,54,56,66,
55,57,58,51,51,54,55,68,
54,56,59,52,51,54,56,68,
54,56,59,52,51,55,56,67,
54,56,59,52,51,54,56,68,
55,56,59,52,50,54,56,69,
55,55,59,53,51,55,56,68,
55,57,60,51,52,55,56,68,
54,56,59,52,52,56,56,67,
55,57,59,51,51,55,56,69,
54,56,63,52,51,56,56,67,
54,56,59,56,51,55,56,67,
54,56,55,53,51,55,56,65,
54,57,59,52,51,55,57,68,
54,56,59,52,52,55,56,69,
55,56,59,53,51,54,56,69,
54,57,59,52,51,54,56,68,
55,58,60,53,51,54,56,69,
55,57,60,54,51,54,56,68,
55,56,60,53,51,54,57,67,
55,57,58,53,51,54,56,68,
55,56,60,53,51,55,58,68,
56,56,60,52,51,54,56,70,
55,56,60,54,51,54,56,68,
56,57,60,53,51,54,56,68,
55,56,59,53,50,54,55,69,
55,57,56,54,51,54,56,69,
55,57,59,53,51,54,56,67,
56,57,59,58,51,54,56,69,
55,57,59,53,51,54,56,67,
56,57,59,53,51,54,56,68,
56,57,60,56,50,54,56,68,
55,56,60,54,51,55,56,69,
55,56,60,53,50,54,56,68,
55,56,56,53,51,53,56,68,
56,56,59,53,52,54,56,68,
55,56,59,53,52,53,56,68,
55,56,59,54,51,54,56,67,
55,56,59,55,51,54,57,68,
56,55,59,53,52,54,56,68,
55,56,59,53,50,54,57,68,
55,56,60,53,51,53,56,68,
55,55,60,53,52,54,56,68,
55,56,60,53,51,54,56,68,
55,56,59,54,51,52,56,68,
55,56,59,54,51,54,56,68,
55,57,60,54,51,53,56,68,
56,56,59,53,51,53,56,67,
56,56,59,53,51,53,56,69,
55,56,60,55,51,53,56,67,
55,56,59,54,51,54,55,69,
55,56,58,53,52,55,56,67,
55,56,59,54,51,54,56,67,
56,56,59,54,51,54,55,67,
55,56,59,54,52,53,56,67,
55,56,59,53,51,52,56,68,
55,56,59,54,52,53,56,67,
55,57,59,54,51,53,56,67,
56,58,59,54,51,53,56,68,
55,56,59,54,51,52,56,67,
55,56,57,54,51,52,55,67,
55,56,59,54,51,53,56,67,
55,56,60,55,52,53,55,68,
55,56,59,54,51,52,55,68,
55,56,60,54,51,52,55,67,
54,55,58,54,51,52,55,67,
55,56,59,54,51,53,55,67,
55,56,59,54,51,53,57,67,
55,56,59,54,51,52,55,67,
55,56,59,54,51,51,55,67,
54,57,59,54,51,52,55,67,
55,56,58,55,51,53,55,66,
55,56,59,55,51,52,55,66,
61,59,59,54,51,52,55,65,
55,56,59,55,52,52,55,67,
55,56,58,54,52,51,55,66,
55,57,58,54,51,53,55,66,
54,56,58,55,51,52,54,67,
55,56,59,55,51,52,55,66,
55,56,58,54,52,53,54,67,
55,55,58,56,52,51,55,65,
55,56,58,55,51,52,54,66,
55,58,58,56,52,51,54,66,
55,56,59,55,51,52,54,66,
55,56,58,55,51,52,54,67,
55,57,58,55,52,51,55,66,
55,56,59,55,52,51,54,66,
55,56,58,54,52,52,53,66,
55,56,59,55,52,55,55,64,
55,56,58,55,52,51,54,66,
54,56,58,55,54,50,54,65,
55,56,58,55,52,52,53,66,
55,55,58,55,52,51,54,66,
58,56,56,55,53,52,53,65,
55,56,58,55,53,52,54,65,
55,56,58,55,52,51,54,65,
54,57,59,56,52,50,53,65,
55,56,58,55,52,52,54,65,
55,56,59,55,53,51,54,64,
55,56,58,55,52,51,54,66,
55,56,57,55,53,50,54,65,
55,55,58,56,52,51,53,64,
56,57,58,55,53,51,53,66,
54,56,59,57,53,51,54,64,
54,56,59,56,54,52,53,66,
55,56,59,55,53,51,54,65,
55,56,58,56,53,51,53,65,
55,55,58,56,53,51,53,65,
55,56,58,55,53,52,54,64,
55,56,58,55,52,51,53,65,
55,56,58,57,52,50,53,64,
55,55,58,55,53,51,54,63,
55,56,57,55,52,53,53,64,
55,56,58,55,53,53,53,64,
54,56,58,55,53,51,54,63,
54,56,60,55,54,51,53,63,
55,55,58,56,53,51,53,64,
55,56,59,56,53,51,53,64,
55,59,59,56,53,51,53,64,
55,56,59,56,53,51,53,68,
55,56,58,55,53,51,53,64,
54,56,58,56,53,51,53,64,
54,55,57,55,53,51,53,62,
55,55,59,55,53,52,55,63,
54,55,58,56,53,51,53,64,
55,56,58,55,54,51,53,64,
55,56,58,56,54,51,53,63,
55,56,58,56,53,50,55,63,
55,56,58,55,53,51,53,64,
54,56,58,55,54,51,52,63,
55,56,58,55,53,51,52,64,
55,56,58,55,53,51,53,63,
54,56,58,55,53,51,52,62,
54,56,56,55,53,51,53,64,
55,55,58,56,54,50,52,63,
56,56,58,55,54,51,52,64,
55,56,58,56,54,50,52,63,
54,57,58,56,53,52,52,63,
55,56,57,56,55,50,54,63,
54,56,57,55,53,51,52,64,
55,56,58,56,53,51,53,64,
54,57,58,56,54,51,52,63,
55,56,58,56,54,50,52,64,
55,56,58,56,54,50,52,63,
56,56,58,56,54,50,53,63,
55,57,56,57,54,51,53,63,
