56,56,60,54,51,54,56,68,0,
56,56,61,53,51,54,56,67,0,
56,57,60,54,51,54,57,68,0,
56,57,60,54,51,54,56,69,0,
56,57,60,54,51,54,57,68,0,
56,56,60,54,53,54,56,68,0,
56,57,60,53,51,54,56,68,0,
55,56,61,54,52,54,56,68,0,
55,57,59,54,51,54,56,68,0,
55,56,60,53,51,55,56,68,0,
56,56,60,54,51,54,56,68,0,
56,56,60,53,51,54,56,68,0,
56,58,60,53,52,54,57,68,0,
54,57,60,54,51,54,56,69,0,
56,57,60,54,52,54,56,68,0,
55,56,60,53,51,54,56,68,0,
56,57,60,54,51,54,56,68,0,
56,57,60,54,51,54,56,68,0,
56,56,60,54,51,54,56,67,0,
55,56,59,53,51,54,56,67,0,
55,57,60,53,51,53,56,68,0,
55,56,59,53,50,54,56,70,0,
55,57,60,54,51,53,56,67,0,
55,56,60,53,51,53,56,68,0,
55,56,60,53,51,53,56,68,0,
55,56,60,54,51,54,56,67,0,
55,56,60,54,51,54,56,67,0,
55,56,59,52,50,54,56,67,0,
54,56,60,53,52,54,56,67,0,
55,57,59,53,50,54,56,68,0,
55,56,60,53,55,53,56,67,0,
55,57,59,53,51,53,56,68,0,
55,56,60,53,51,53,56,68,0,
55,56,59,54,51,53,56,68,0,
55,56,60,53,51,53,55,68,0,
55,57,59,53,52,54,55,66,0,
55,56,60,53,51,53,56,67,0,
56,57,59,52,50,53,55,68,0,
55,55,59,53,51,52,55,67,0,
55,56,59,53,50,53,56,67,0,
55,57,59,53,51,57,56,67,0,
55,56,59,53,51,52,55,67,0,
55,56,59,53,51,54,55,67,0,
56,55,60,53,51,52,55,65,0,
55,56,60,53,51,53,55,67,0,
56,56,59,53,51,52,54,68,0,
55,57,59,53,51,52,56,66,0,
55,56,60,54,50,53,55,67,0,
55,57,58,54,51,52,56,67,0,
55,56,60,54,51,53,55,66,0,
56,55,61,53,50,53,54,67,0,
56,55,59,54,52,52,56,67,0,
55,57,59,55,51,53,55,65,0,
55,55,59,54,53,51,55,67,0,
54,56,59,54,51,54,55,66,0,
56,57,59,54,52,53,55,67,0,
56,56,60,55,52,53,55,66,0,
55,57,63,55,51,52,55,66,0,
55,56,59,55,51,51,55,66,0,
55,56,59,56,52,51,55,65,0,
55,56,59,55,51,52,54,66,0,
55,56,59,55,52,51,55,65,0,
54,56,59,55,52,52,54,64,0,
54,55,58,56,52,52,54,66,0,
55,56,58,56,52,52,54,66,0,
54,56,58,56,53,51,54,66,0,
55,56,58,56,53,52,54,65,0,
55,57,59,56,53,55,54,64,0,
55,57,58,56,53,51,52,65,0,
55,55,58,56,53,50,54,65,0,
55,56,59,56,53,52,53,67,0,
55,56,58,54,53,52,53,65,0,
55,57,59,57,53,51,53,65,0,
55,56,58,56,53,51,54,65,0,
54,56,58,56,54,50,54,64,0,
55,56,58,56,54,51,53,65,0,
55,56,59,56,54,51,53,65,0,
55,56,58,57,54,51,53,64,0,
55,56,58,56,54,51,52,64,0,
54,56,59,56,54,52,54,64,0,
56,56,59,56,54,51,53,63,0,
55,56,58,55,54,50,53,63,0,
55,56,59,56,55,51,53,64,0,
55,57,58,56,55,51,57,63,0,
55,56,56,56,55,51,53,64,0,
54,56,58,56,55,51,54,63,0,
55,56,59,56,55,51,53,63,0,
55,56,58,56,55,51,52,62,0,
55,56,57,56,54,51,52,63,0,
55,57,58,56,55,52,52,63,0,
55,56,58,56,55,50,53,63,0,
55,57,59,55,54,51,52,62,0,
55,56,57,55,55,51,52,62,0,
56,57,58,56,54,51,52,62,0,
55,57,58,55,55,51,52,62,0,
55,57,58,56,54,51,52,62,0,
55,57,57,55,54,51,51,62,0,
55,57,58,56,54,52,52,62,0,
56,56,59,55,55,51,52,62,0,
55,57,58,56,55,50,53,62,0,
55,56,57,56,55,51,53,62,0,
55,56,57,56,55,51,50,63,0,
55,57,57,57,55,52,52,62,0,
55,57,57,56,55,51,52,61,0,
55,55,57,57,55,52,52,61,0,
55,56,58,56,55,52,52,62,0,
55,56,58,56,55,51,52,62,0,
55,56,58,56,55,51,52,62,0,
55,57,58,55,55,51,52,62,0,
55,56,57,55,54,51,52,60,0,
55,56,58,56,55,51,53,61,0,
55,56,57,56,54,52,52,64,0,
55,56,58,56,55,52,50,61,0,
55,56,59,56,55,51,52,61,0,
55,56,58,55,55,51,52,61,0,
55,56,58,55,55,52,52,62,0,
56,57,55,56,54,52,53,61,0,
55,56,57,56,55,52,52,62,0,
54,57,58,56,54,52,52,61,0,
55,57,56,57,55,51,51,62,0,
54,56,58,56,55,53,52,61,0,
55,56,57,55,54,52,51,62,0,
55,56,57,55,55,52,53,61,0,
55,56,58,55,54,52,52,61,0,
55,56,56,56,54,53,52,60,0,
55,56,58,55,55,52,52,61,0,
57,58,57,55,54,52,52,61,0,
55,56,58,54,55,52,52,61,0,
55,56,57,56,55,52,52,61,0,
56,57,57,56,55,52,52,61,0,
55,57,57,56,55,51,52,60,0,
56,57,57,56,54,52,52,61,0,
55,56,57,56,54,52,52,61,0,
55,56,59,55,54,53,50,60,0,
56,56,57,56,55,52,51,62,0,
55,56,58,55,56,52,52,61,0,
55,57,57,56,54,51,51,60,0,
54,56,57,55,54,52,52,61,0,
56,56,57,56,55,52,52,61,0,
55,57,56,56,54,52,52,61,0,
54,56,57,55,54,53,54,60,0,
55,56,57,55,54,53,52,60,0,
55,56,58,55,54,52,52,61,0,
54,56,57,56,55,52,52,60,0,
54,57,57,55,55,52,52,61,0,
55,56,57,56,56,52,52,61,0,
55,60,57,55,55,52,52,61,0,
54,57,58,55,55,52,52,60,0,
54,56,57,56,54,52,52,60,0,
55,56,58,56,55,52,52,61,0,
55,55,57,56,54,52,51,60,0,
55,56,58,56,55,52,52,61,0,
54,56,58,55,55,52,53,61,0,
54,56,58,56,55,52,52,60,0,
55,56,57,55,54,53,51,61,0,
55,56,58,56,55,52,52,59,0,
54,56,56,56,55,53,51,61,0,
55,56,58,55,55,52,51,60,0,
55,56,57,56,54,55,52,60,0,
55,55,57,55,55,52,55,62,0,
55,56,56,56,54,52,52,60,0,
55,56,57,55,54,52,52,61,0,
55,55,57,54,55,52,52,60,0,
54,56,57,56,55,53,52,60,0,
55,56,56,56,55,52,51,61,0,
55,55,57,56,55,52,52,60,0,
55,55,57,56,55,52,52,60,0,
55,56,57,55,54,52,52,61,0,
55,56,57,55,55,52,53,60,0,
55,56,57,56,54,53,53,60,0,
56,57,57,55,56,52,51,60,0,
55,57,57,55,55,52,52,60,0,
56,56,57,57,55,53,53,61,0,
55,56,57,55,55,52,52,61,0,
55,56,57,56,55,53,53,61,0,
55,56,57,55,55,52,52,61,0,
55,55,57,56,55,52,52,61,0,
55,56,57,56,54,53,52,61,0,
55,56,57,55,55,52,52,61,0,
54,56,57,56,55,52,52,60,0,
55,56,57,56,55,52,52,60,0,
55,57,56,56,55,52,52,61,0,
54,56,57,56,55,52,52,62,0,
55,56,57,55,56,52,51,59,0,
54,56,57,55,55,52,52,60,0,
55,56,57,55,55,52,52,61,0,
54,57,57,56,55,52,52,60,0,
55,56,57,55,55,52,52,61,0,
55,56,58,56,56,52,52,62,0,
54,56,57,55,55,52,52,61,0,
56,56,57,55,55,52,52,59,0,
54,56,57,56,55,52,52,61,0,
55,56,57,55,54,52,52,60,0,
56,56,58,55,54,52,51,60,0,
55,55,56,55,55,52,52,61,0,
55,58,58,56,54,52,52,61,0,
54,56,57,55,55,52,52,60,0,
55,56,57,55,55,53,52,61,0,
55,57,57,55,56,52,51,61,0,
55,56,57,56,55,52,52,61,0,
55,56,56,55,56,52,51,61,0,
55,55,57,56,55,52,52,61,0,
55,57,57,56,54,52,52,61,0,
56,56,57,55,55,52,52,61,0,
55,56,57,55,54,52,52,61,0,
54,56,58,56,55,52,52,61,0,
55,56,58,56,55,52,53,61,0,
55,57,57,56,55,52,53,62,0,
54,56,57,55,55,52,52,61,0,
55,56,57,56,55,52,52,61,0,
55,56,56,56,55,52,52,60,0,
55,56,57,55,55,52,52,61,0,
54,57,58,56,55,52,52,61,0,
55,56,58,56,55,52,52,61,0,
54,56,59,56,55,51,52,61,0,
55,56,58,55,55,52,50,61,0,
55,56,57,56,55,52,54,61,0,
55,56,58,56,55,51,52,62,0,
55,57,58,56,55,52,51,60,0,
56,55,57,56,55,52,52,61,0,
56,56,58,56,54,52,52,61,0,
55,57,57,56,54,52,52,61,0,
54,57,58,57,55,51,52,61,0,
55,57,58,55,54,52,52,61,0,
